LaneID,public_name,GPSC,In_Silico_St,CC,Aroe,Xpt,Ddl,Gdh,Gki,Recp,Spi,goeBURST,cgMLST,HierCC,LIN_barcode,LIN_Lineage,GPSC__colour,CC__Colour,HC__Colour
12299_1#10,2009215603,27,695,899,16,113,18,13,4,4,6,75,1337,34,0_118_0_0_6_0_0_0_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
13154_4#40,2009215605,4,199,199,8,4,14,13,14,4,17,13,1975,73,0_15_4_0_196_5_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
12838_1#83,2009215608,7,42,439,1,4,6,8,9,9,6,12,1844,92,0_57_0_34_41_0_0_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
11657_4#50,2009215639,15,191,191,8,1,17,9,2,1,6,76,246,101,0_237_0_0_3_0_0_1_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12299_1#13,2009215656,15,191,191,8,1,17,9,2,1,6,76,1338,101,0_237_0_0_62_1_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12299_1#14,2009215658,18,3162,5468,1,48,8,5,4,18,9,291,1339,33,0_23_2_19_1_0_0_0_0_0_0,0_23_2,#4cc48c,#2ed763,#c26ef8
11511_8#53,2009215659,4,199,199,8,4,14,13,14,4,17,13,131,73,0_15_4_0_411_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
11679_1#51,2009215660,32,218,218,10,1,29,20,14,1,6,37,517,96,0_93_0_2_2_0_0_0_1_0_0,0_93_0,#8490db,#a01ca8,#00c659
11657_4#51,2009215663,98,1480,404,7,1,70,9,15,11,93,169,247,126,0_370_0_5_3_0_0_1_0_0_0,0_370_0,#de443f,#3870fa,#49ba32
12299_1#15,2009215670,3,100,100,5,39,18,12,29,12,9,129,1340,63,0_75_0_3_20_2_0_0_0_0_0,0_75_0,#8854d2,#6349cf,#5b6df8
12299_1#16,2009215685,12,180,180,7,1,22,15,2,10,6,44,1341,117,0_232_1_2_5_175_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
11657_8#29,2009215690,3,100,100,5,39,18,12,29,12,9,129,297,63,0_75_0_3_16_3_0_0_0_0_0,0_75_0,#8854d2,#6349cf,#5b6df8
11511_8#54,2009215693,1,320,320,4,20,1,16,19,15,6,2,132,6,0_58_0_12_124_1_66_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11679_1#7,2009215714,15,191,191,8,1,17,9,2,1,6,76,532,101,0_237_0_0_2_8_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11658_2#54,2009215718,19,7314,433,1,20,17,1,4,1,18,36,443,56,0_265_0_0_30_0_2_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
12299_1#18,2009215728,15,191,191,8,1,17,9,2,1,6,76,1342,101,0_237_0_0_85_0_1_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_8#30,2009215743,3,2705,2705,5,39,1,12,29,16,9,520,299,63,0_75_0_3_30_0_4_0_0_0_0,0_75_0,#8854d2,#b7c605,#5b6df8
11679_1#53,2009215771,1,320,320,4,20,1,16,19,15,6,2,519,6,0_58_0_12_124_1_13_5_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11822_8#79,2009215804,132,3280,156,7,6,14,13,23,6,25,0,663,8,0_11_2_0_0_4_0_0_0_0_0,0_11_2,#cf3f29,#9030b7,#8435bb
12299_1#25,2009215816,15,191,191,8,1,17,9,2,1,6,76,1346,101,0_237_0_0_12_2_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_4#52,2009215833,16,2346,81,4,1,1,4,2,5,4,27,248,5,0_15_0_21_67_0_6_0_0_0_0,0_15_0,#3d9945,#37d25a,#98c61a
12291_5#60,2009215846,49,392,392,7,31,14,5,1,1,6,32,1219,467,0_68_0_4_91_0_0_0_0_0_0,0_68_0,#958031,#d8c80c,#9a5ce5
11658_2#95,2009215863,55,3776,3776,8,1,6,9,53,10,10,525,472,472,0_10_4_0_0_0_0_0_0_0_0,0_10_4,#985f2b,#9c2ab2,#c733b7
11679_1#54,2009215888,16,66,66,2,1,1,8,2,4,6,26,520,5,0_15_0_8_90_0_1_0_0_0_0,0_15_0,#3d9945,#5cc73c,#98c61a
11893_8#12,2009215889,32,4666,218,10,1,29,5,2,1,6,37,717,96,0_93_0_0_37_0_0_0_0_0_0,0_93_0,#8490db,#a01ca8,#00c659
11657_4#4,2009215893,15,191,191,8,1,17,9,2,1,6,76,236,101,0_237_0_0_1_0_86_1_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_4#53,2009215894,1,320,320,4,20,1,16,19,15,6,2,249,6,0_58_0_12_124_1_81_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11657_4#55,2009215906,1,1451,320,10,20,1,16,19,15,6,2,250,6,0_58_0_12_310_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11658_2#82,2009216160,15,191,191,8,1,17,9,2,1,6,76,462,101,0_237_0_0_62_2_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_8#32,2009216680,12,180,180,7,1,22,15,2,10,6,44,300,117,0_232_1_2_136_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
11511_8#55,2009216681,15,191,191,8,1,17,9,2,1,6,76,133,101,0_237_0_0_10_3_1_1_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11511_8#56,2009216712,4,2273,2273,80,4,181,13,14,4,17,526,134,73,0_15_4_0_214_0_0_0_0_0_0,0_15_4,#0094df,#00cd5c,#0170f7
11658_2#51,2009216718,31,227,227,12,4,20,5,13,5,17,527,442,69,0_346_0_0_4_0_0_0_2_0_0,0_346_0,#e18e31,#ac039d,#78dd5b
11657_4#56,2009216744,15,191,191,8,1,17,9,2,1,6,76,251,101,0_237_0_0_10_22_0_1_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_4#57,2009216752,19,433,433,1,58,17,1,4,1,18,36,252,56,0_265_0_0_64_20_1_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
12299_1#30,2009216755,31,227,227,12,4,20,5,13,5,17,527,1349,69,0_346_0_0_4_0_0_0_1_0_0,0_346_0,#e18e31,#ac039d,#78dd5b
11511_8#58,2009216784,4,199,199,8,4,14,13,14,4,17,13,136,73,0_15_4_0_406_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
11657_8#33,2009216788,4,199,199,8,4,14,13,14,4,17,13,301,73,0_15_4_0_211_3_1_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
11511_8#9,2009216796,1,320,320,4,20,1,16,19,15,6,2,157,6,0_58_0_12_147_0_0_7_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11658_2#50,2009216816,4,199,199,8,4,14,13,14,4,17,13,441,73,0_15_4_0_279_1_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13154_3#7,2009216881,36,816,97,5,1,27,40,4,19,10,29,1955,832,0_154_0_5_21_0_0_0_0_0_0,0_154_0,#68c6a5,#305ce3,#dac402
13670_3#25,2009216915,8,289,289,16,33,33,12,9,1,41,28,2900,1,0_145_2_4_1_0_1_0_0_1_0,0_145_2,#8ea91e,#51d656,#8ec51d
13414_1#5,2009216934,6,156,156,7,8,1,11,10,1,6,0,2062,35,0_169_0_1_205_0_0_0_0_0_0,0_169_0,#57a627,#9030b7,#b05fe8
13670_3#26,2009216952,1,1451,320,10,20,1,16,19,15,6,2,2901,6,0_58_0_12_309_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13154_3#14,2009216956,1,320,320,4,20,1,16,19,15,6,2,1932,6,0_58_0_12_124_1_98_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11679_1#36,2009216993,89,9455,1292,1,28,20,13,9,8,94,170,507,143,0_196_1_1_30_0_0_0_0_0_0,0_196_1,#e08d31,#515de5,#81dc50
11511_8#62,2009217627,15,191,191,8,1,17,9,2,1,6,76,139,101,0_237_0_0_10_20_1_3_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_4#59,2009217629,15,191,191,8,1,17,9,2,1,6,76,253,101,0_237_0_0_10_20_1_0_1_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11511_8#10,2009217657,15,191,191,8,1,17,9,2,1,6,76,101,101,0_237_0_0_10_20_1_2_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11679_1#10,2009217662,4,199,199,8,4,14,13,14,4,17,13,491,73,0_15_4_0_445_0_1_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
11658_2#49,2009217663,4,199,199,8,4,14,13,14,4,17,13,439,73,0_15_4_0_416_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13414_1#1,2009217700,59,558,558,18,77,97,12,4,44,14,91,2031,1239,0_99_0_1_12_4_1_0_0_0_0,0_99_0,#008982,#4a56dd,#3e65ed
13414_1#31,2009217734,4,199,199,8,4,14,13,14,4,17,13,2051,73,0_15_4_0_308_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13414_1#3,2009217738,4,8290,199,8,4,27,13,14,4,17,13,2049,73,0_15_4_0_446_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13414_1#4,2009217743,98,1268,404,7,137,70,9,15,11,93,169,2056,126,0_370_0_5_6_0_0_1_0_0_0,0_370_0,#de443f,#3870fa,#49ba32
13414_1#6,2009218203,16,66,66,2,1,1,8,2,4,6,26,2066,5,0_15_0_8_95_0_0_0_0_0_0,0_15_0,#3d9945,#5cc73c,#98c61a
13154_3#16,2009218212,38,393,393,10,49,6,43,41,18,13,52,1933,113,NA,None,#2c7040,#0672fb,#3da204
13414_1#7,2009218225,15,191,191,8,1,17,9,2,1,6,76,2074,101,0_237_0_0_6_1_4_2_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13154_3#18,2009218231,19,433,433,1,58,17,1,4,1,18,36,1934,56,0_265_0_0_35_10_1_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
13414_1#8,2009218242,3,53,53,2,3,14,5,1,11,16,63,2083,63,0_75_0_0_113_1_0_0_0_0_0,0_75_0,#8854d2,#02d96d,#5b6df8
13414_1#9,2009218244,5,1373,156,7,6,8,43,8,6,25,0,2094,8,0_11_3_5_0_0_5_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
13414_1#10,2009218258,83,1220,260,26,16,19,1,15,14,9,310,2032,563,0_400_0_4_21_0_0_0_0_0_0,0_400_0,#d975e2,#0046c7,#6039bd
13414_1#11,2009218262,3,62,62,2,3,14,5,29,12,16,46,2033,63,0_75_0_32_137_0_0_0_0_0_0,0_75_0,#8854d2,#b61fa9,#5b6df8
13414_1#12,2009218280,15,191,191,8,1,17,9,2,1,6,76,2034,101,0_237_0_0_10_16_2_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13154_3#20,2009218297,59,558,558,18,77,97,12,4,44,14,91,1935,1239,0_99_0_1_80_0_0_0_0_0_0,0_99_0,#008982,#4a56dd,#3e65ed
13414_1#13,2009218299,15,191,191,8,1,17,9,2,1,6,76,2035,101,0_237_0_0_14_0_10_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13414_1#14,2009218318,12,180,180,7,1,22,15,2,10,6,44,2036,117,0_232_1_2_5_164_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
11893_8#13,2009218325,4,667,199,8,4,14,13,14,4,14,13,718,73,0_15_4_0_365_1_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13414_1#15,2009218327,9,63,63,2,21,14,5,36,12,17,1,2037,2,0_74_0_16_101_1_0_0_0_2_0,0_74_0,#4c71e1,#d575ff,#fa77fa
13154_3#22,2009218333,27,695,899,16,113,18,13,4,4,6,75,1936,34,0_118_0_0_2_0_0_0_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
13710_1#48,2009218336,19,433,433,1,58,17,1,4,1,18,36,2946,56,0_265_0_0_35_9_0_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
12290_2#7,2009218358,140,817,353,1,15,6,5,12,5,6,54,857,860,0_90_0_0_6_0_0_0_0_0_0,0_90_0,#525dcc,#08c956,#8420a1
13670_3#30,2009218366,119,654,654,18,23,14,2,22,16,9,222,2902,212,0_26_0_4_7_1_0_0_0_0_0,0_26_0,#8d4a78,#9d32b9,#5edf6c
13414_1#19,2009218367,12,180,180,7,1,22,15,2,10,6,44,2038,117,0_232_1_6_17_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
13414_1#20,2009218370,5,1373,156,7,6,8,43,8,6,25,0,2040,8,0_11_3_5_0_0_9_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
11657_4#9,2009218376,6,156,156,7,8,1,11,10,1,6,0,277,35,0_169_0_1_211_3_0_0_0_0_0,0_169_0,#57a627,#9030b7,#b05fe8
13414_1#21,2009218379,12,180,180,7,1,22,15,2,10,6,44,2041,117,0_232_1_2_5_143_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
13414_1#22,2009218382,27,205,205,10,10,18,5,4,5,13,212,2042,34,0_118_0_7_54_0_0_0_0_0_0,0_118_0,#b88ae6,#52c036,#4956dc
11679_1#12,2009218384,6,156,156,7,8,1,11,10,1,6,0,492,35,0_169_0_1_211_3_0_0_1_0_0,0_169_0,#57a627,#9030b7,#b05fe8
12299_1#74,2009218394,135,659,659,1,58,19,5,4,4,6,171,1379,78,0_188_0_1_2_0_0_0_0_0_0,0_188_0,#4ec957,#95bf05,#6236b5
13154_3#27,2009218403,1,320,320,4,20,1,16,19,15,6,2,1938,6,0_58_0_12_124_57_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11511_8#61,2009219216,6,4026,156,7,8,316,11,10,1,6,0,138,35,0_169_0_6_2_2_1_0_0_1_0,0_169_0,#57a627,#9030b7,#b05fe8
11657_4#5,2009219217,19,433,433,1,58,17,1,4,1,18,36,245,56,0_265_0_0_64_15_1_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
9950_2#11,2009219481,5,338,156,7,6,8,13,8,6,1,0,25574,8,NA,None,#9c34b3,#9030b7,#8435bb
9950_2#15,2009219568,32,218,218,10,1,29,20,14,1,6,37,25576,96,NA,None,#8490db,#a01ca8,#00c659
12291_5#25,2009219599,39,124,124,7,11,14,5,1,8,14,78,1189,42,0_61_1_1_75_0_1_0_0_0_0,0_61_1,#af3a82,#8a33b9,#920a95
13414_1#23,2009219894,15,191,191,8,1,17,9,2,1,6,76,2043,101,0_237_0_0_14_0_3_2_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13154_3#29,2009219987,6,10174,156,7,8,97,11,10,1,6,0,1939,35,0_169_0_8_0_0_0_0_0_0_0,0_169_0,#57a627,#9030b7,#b05fe8
11658_8#2,2009219991,15,191,191,8,1,17,9,2,1,6,76,481,101,0_237_0_0_62_1_1_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13414_1#30,2009220011,12,180,180,7,1,22,15,2,10,6,44,2050,117,0_232_1_7_0_1_1_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
13154_3#43,2010200029,1,320,320,4,20,1,16,19,15,6,2,1944,6,0_58_0_12_124_70_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13154_3#44,2010200031,1,320,320,4,20,1,16,19,15,6,2,1945,6,0_58_0_12_124_1_46_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13414_1#27,2010200297,124,1257,235,15,1,31,13,8,18,15,130,2046,1231,0_110_0_1_4_0_0_0_0_0_0,0_110_0,#df8ea5,#aec811,#d3cb18
11658_2#94,2010200609,27,2365,899,16,197,14,13,4,5,6,75,471,34,0_118_0_0_23_0_0_0_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
13414_1#28,2010200611,15,191,191,8,1,17,9,2,1,6,76,2047,101,0_237_0_0_14_0_5_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13710_1#51,2010200662,57,1111,444,1,14,18,5,94,1,46,35,2950,1391,0_76_0_10_5_0_0_0_0_0_0,0_76_0,#ab5445,#59bc2c,#02d170
13154_3#31,2010200663,19,10165,433,1,58,17,43,4,1,18,36,1940,56,0_265_0_0_112_0_0_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
13414_1#25,2010200676,15,191,191,8,1,17,9,2,1,6,76,2044,101,0_237_0_0_10_6_1_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13414_1#26,2010200679,3,100,100,5,39,18,12,29,12,9,129,2045,63,0_75_0_3_16_2_0_0_0_0_0,0_75_0,#8854d2,#6349cf,#5b6df8
13670_3#32,2010200681,38,393,393,10,49,6,43,41,18,13,52,2904,113,NA,None,#2c7040,#0672fb,#3da204
13154_3#35,2010200683,15,191,191,8,1,17,9,2,1,6,76,1941,101,0_237_0_0_10_15_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13154_2#17,2010200695,1,320,320,4,20,1,16,19,15,6,2,1894,6,0_58_0_12_124_1_43_2_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13154_3#40,2010200703,19,10163,433,238,20,17,1,4,1,18,36,1942,56,0_265_0_0_32_0_0_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
13154_2#18,2010200704,1,320,320,4,20,1,16,19,15,6,2,1895,6,0_58_0_12_124_1_43_1_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13710_1#52,2010200721,111,1390,1390,10,1,20,13,1,43,98,528,2951,140,0_196_3_0_7_0_0_0_0_0_0,0_196_3,#226a4d,#7c4cd3,#cc29ad
13154_3#52,2010200750,6,156,156,7,8,1,11,10,1,6,0,1950,35,0_169_0_6_2_1_0_1_0_0_0,0_169_0,#57a627,#9030b7,#b05fe8
13154_3#54,2010200772,4,199,199,8,4,14,13,14,4,17,13,1951,73,0_15_4_0_438_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13710_1#53,2010200776,13,473,473,7,20,28,25,4,4,15,14,2952,85,0_21_4_3_7_0_0_0_0_0_0,0_21_4,#bc5fd1,#73c024,#31b12d
13710_1#54,2010200780,15,10765,191,8,1,17,9,430,1,6,76,2953,101,0_237_0_0_10_14_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13414_1#35,2010200787,57,568,568,1,4,18,2,29,18,6,312,2052,1391,0_76_0_17_9_0_0_0_0_0_0,0_76_0,#ab5445,#7352d9,#02d170
13414_1#36,2010200792,1,320,320,4,20,1,16,19,15,6,2,2053,6,0_58_0_12_124_1_92_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13414_1#37,2010200794,5,338,156,7,6,8,13,8,6,1,0,2054,8,0_11_3_0_66_0_0_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
12291_5#69,2010200803,27,695,899,16,113,18,13,4,4,6,75,1226,34,0_118_0_0_2_0_11_1_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
13154_3#55,2010200804,326,3617,3617,16,14,6,8,4,1,6,311,1952,945,0_328_0_2_0_0_0_0_0_0_0,0_328_0,#59a9dc,#7fcb31,#c3cf1e
13414_1#40,2010200823,19,433,433,1,58,17,1,4,1,18,36,2057,56,0_265_0_0_29_1_0_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
12291_5#50,2010200832,4,199,199,8,4,14,13,14,4,17,13,1208,73,0_15_4_0_230_7_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13154_3#46,2010201630,97,10159,1339,6,72,14,11,1,276,5,109,1946,58,0_22_6_2_6_0_1_0_0_0_0,0_22_6,#3fc6d2,#c9c604,#9a67f2
13414_1#29,2010201908,323,574,574,2,31,14,1,1,1,6,381,2048,467,0_68_0_14_8_0_0_0_0_0_0,0_68_0,#dd512b,#71b916,#9a5ce5
13154_3#49,2010201916,1,12709,320,4,20,1,16,19,379,6,2,1947,6,0_58_0_12_317_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13154_3#70,2010203149,97,2270,1339,6,72,14,11,1,67,5,109,1956,58,0_22_6_2_6_0_0_0_0_0_0,0_22_6,#3fc6d2,#c9c604,#9a67f2
13154_3#74,2010203160,1,1451,320,10,20,1,16,19,15,6,2,1959,6,0_58_0_12_144_1_2_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12290_2#16,2010203350,15,191,191,8,1,17,9,2,1,6,76,830,101,0_237_0_0_1_0_15_2_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12291_5#41,2010203401,15,191,191,8,1,17,9,2,1,6,76,1200,101,NA,None,#bd2c9b,#a1d738,#7eba0c
13154_3#90,2010203406,15,191,191,8,1,17,9,2,1,6,76,1969,101,0_237_0_0_10_16_1_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
13154_3#75,2010203475,1,320,320,4,20,1,16,19,15,6,2,1960,6,0_58_0_12_124_1_13_3_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13154_3#77,2010203932,97,1339,1339,6,72,14,11,1,67,15,109,1961,58,0_22_6_2_4_0_0_0_0_0_0,0_22_6,#3fc6d2,#c9c604,#9a67f2
12299_1#41,2010203946,1,320,320,4,20,1,16,19,15,6,2,1355,6,0_58_0_12_124_58_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11679_1#14,2010204328,4,199,199,8,4,14,13,14,4,17,13,494,73,0_15_4_0_441_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13154_3#78,2010204335,1,320,320,4,20,1,16,19,15,6,2,1962,6,0_58_0_12_124_1_127_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
13414_1#42,2010205244,5,10724,10724,7,6,8,13,4,10,3,529,2058,8,0_11_3_42_0_0_0_0_1_0_0,0_11_3,#9c34b3,#5958df,#8435bb
13710_1#56,2010205265,4,199,199,8,4,14,13,14,4,17,13,2955,73,0_15_4_0_425_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
12299_1#42,2010205280,4,199,199,8,4,14,13,14,4,17,13,1356,73,0_15_4_0_431_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
12299_1#43,2010205285,1,320,320,4,20,1,16,19,15,6,2,1357,6,0_58_0_12_147_0_0_5_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12299_1#44,2010205286,19,433,433,1,58,17,1,4,1,18,36,1358,56,0_265_0_0_1_0_0_0_0_0_0,0_265_0,#e52f66,#b3c608,#8364ee
12291_4#18,2010205298,9,63,63,2,21,14,5,36,12,17,1,1122,2,0_74_0_16_155_1_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
12299_1#45,2010205303,15,191,191,8,1,17,9,2,1,6,76,1359,101,0_237_0_0_9_4_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12299_1#46,2010205309,124,1257,235,15,1,31,13,8,18,15,130,1360,1231,0_110_0_1_2_0_0_0_0_0_0,0_110_0,#df8ea5,#aec811,#d3cb18
11511_8#16,2010205337,7,439,439,1,4,6,8,9,2,6,12,104,92,0_57_0_10_3_0_1_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
12291_4#19,2010205338,29,395,327,1,1,14,5,7,12,17,77,1123,37,0_70_0_1_96_0_0_0_0_0_0,0_70_0,#c39c37,#75b504,#01ba56
12299_1#48,2010205384,1,320,320,4,20,1,16,19,15,6,2,1361,6,0_58_0_12_124_1_55_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12291_4#23,2010205398,15,191,191,8,1,17,9,2,1,6,76,1126,101,0_237_0_0_9_2_0_1_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12291_4#24,2010205404,132,3280,156,7,6,14,13,23,6,25,0,1127,8,0_11_2_0_0_6_1_0_0_0_0,0_11_2,#cf3f29,#9030b7,#8435bb
12838_1#88,2010205406,13,10717,5470,10,20,28,5,4,43,15,133,1846,85,0_21_0_43_0_0_0_0_0_0_0,0_21_0,#bc5fd1,#6b63ed,#31b12d
12291_4#38,2010205418,1,320,320,4,20,1,16,19,15,6,2,1139,6,0_58_0_12_124_1_82_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11657_8#9,2010205421,4,199,199,8,4,14,13,14,4,17,13,341,73,0_15_4_0_211_3_2_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
12291_4#30,2010205423,15,191,191,8,1,17,9,2,1,6,76,1133,101,0_237_0_0_14_0_8_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
12291_4#31,2010206270,27,695,899,16,113,18,13,4,4,6,75,1134,34,0_118_0_0_2_6_1_0_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
12838_1#69,2010206274,35,97,97,5,1,27,7,4,2,10,29,1834,217,0_154_2_0_14_0_0_1_0_0_0,0_154_2,#e64f49,#305ce3,#c44acf
12291_4#33,2010206275,1,320,320,4,20,1,16,19,15,6,2,1135,6,0_58_0_12_124_1_56_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12291_4#34,2010206276,135,10224,659,1,607,8,5,4,4,6,171,1136,78,0_188_0_1_12_0_0_0_0_0_0,0_188_0,#4ec957,#95bf05,#6236b5
11511_8#14,2010206278,6,4026,156,7,8,316,11,10,1,6,0,102,35,0_169_0_6_2_2_1_0_0_0_0,0_169_0,#57a627,#9030b7,#b05fe8
12299_1#37,2010206279,15,191,191,8,1,17,9,2,1,6,76,1350,101,0_237_0_0_47_1_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
11657_4#14,2010206305,31,227,227,12,4,20,5,13,5,17,527,227,69,0_346_0_0_0_6_0_1_0_0_0,0_346_0,#e18e31,#ac039d,#78dd5b
13154_3#86,2010206338,4,199,199,8,4,14,13,14,4,17,13,1966,73,0_15_4_0_440_0_0_0_0_0_0,0_15_4,#0094df,#2356db,#0170f7
13154_3#87,2010206353,24,639,156,7,6,14,5,8,6,6,0,1967,62,0_11_8_12_5_0_0_0_0_0_0,0_11_8,#7e9637,#9030b7,#50a100
12291_4#35,2010206713,27,695,899,16,113,18,13,4,4,6,75,1137,34,0_118_0_0_2_4_4_0_0_0_0,0_118_0,#b88ae6,#7938be,#4956dc
12291_4#36,2010206716,7,1847,439,78,4,6,8,9,2,6,12,1138,92,0_57_0_10_46_0_0_0_0_0_0,0_57_0,#db75f1,#63c83b,#61ab00
13154_3#91,2010206717,97,10178,1339,6,72,642,11,1,67,15,109,1970,58,0_22_6_2_1_2_0_0_0_0_0,0_22_6,#3fc6d2,#c9c604,#9a67f2
12291_4#13,2010206720,1,320,320,4,20,1,16,19,15,6,2,1118,6,0_58_0_12_331_0_0_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12291_4#14,2010206726,135,3157,3157,1,26,6,5,4,4,6,530,1119,78,0_188_0_0_5_0_0_0_0_0_0,0_188_0,#4ec957,#5eac00,#6236b5
12299_1#38,2010206730,1,320,320,4,20,1,16,19,15,6,2,1351,6,0_58_0_12_124_1_46_1_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
12291_4#16,2010207743,1,320,320,4,20,1,16,19,15,6,2,1121,6,0_58_0_12_163_0_1_0_0_0_0,0_58_0,#4867aa,#6f3bc0,#6054db
11511_8#15,2010207747,15,191,191,8,1,17,9,2,1,6,76,103,101,0_237_0_0_9_3_0_0_0_0_0,0_237_0,#bd2c9b,#a1d738,#7eba0c
